sentences,label
"Depending on your current plan and what plan you have chosen, click either Upgrade to Team or Upgrade to Enterprise",1
"Under ""Upgrade summary"", choose whether you want to pay monthly or yearly",1
"Optionally, if your organization is owned by a business or institution, select This account is owned by a business",1
"If your organization is owned by a business or institution, type the name of the business or institution",1
"Review the information about the charge and your billing date, then click Upgrade my account or Upgrade my organization's account",1
"Troubleshooting a 500 error when upgradingIf you receive a 500 error when trying to upgrade your account:Try clearing your browser's cache, then resubmit your informationCheck to make sure you have entered your payment data correctlyIf that doesn't resolve the error, please contact GitHub Support or GitHub Premium Support",0
"Further reading""GitHub's products""""How does upgrading or downgrading affect the billing process?""""About billing on GitHub",0
"""",1
You can cancel pending changes to your account's subscription as well as pending changes to your subscriptions to other paid features and products,0
"When you cancel a pending change, your subscription will not change on your next billing date (unless you make a subsequent change to your subscription before your next billing date)",0
"Viewing and managing pending changes to your personal account's subscriptionIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In your user settings sidebar, click Billing &amp; plans",1
"Under ""Current plan"", review your pending changes",1
"Next to the pending change you'd like to cancel, click Cancel",1
"To confirm that you'd like to cancel your pending subscription changes, in the dialog box, click OK",1
"Viewing and managing pending changes to your organization's subscriptionIn the top right corner of GitHub, click your profile photo, then click Your organizations",0
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"Under ""Current plan"", review your pending changes",1
"Next to the pending change you'd like to cancel, click Cancel",1
"To confirm that you'd like to cancel your pending subscription changes, in the dialog box, click OK",1
"Further reading""GitHub's products""",0
"If you're paying for your GitHub subscription with a coupon, and you aren't using your payment method for any other paid features or products on GitHub, you can remove your credit card or PayPal information",0
"If you use a coupon to pay for a subscription, when the coupon expires, your payment method will be charged the full cost of your subscription",0
"If you do not have a saved payment method, your account will be downgraded to GitHub Free for user accounts or GitHub Free for organizations",0
"Tip: If you downgrade your account to a free product and you don't have subscriptions for any other paid features or products, we'll automatically remove your payment information",0
"Removing your personal account's payment methodIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In your user settings sidebar, click Billing &amp; plans",1
"At the top of the page, click Payment information",1
"In the ""Payment method"" section, under your payment method, click Remove",1
Confirm the change by clicking Remove credit card or Remove PayPal account,1
Removing your organization's payment methodOnly organization members with the owner or billing manager role can access or change billing settings for your organization,0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"At the top of the page, click Payment information",1
"In the ""Payment method"" section, under your payment method, click Remove",1
Confirm the change by clicking Remove credit card or Remove PayPal account,1
"Changes to your paid user account or organization subscription does not affect subscriptions or payments for other paid GitHub features, such as Git Large File Storage or paid apps purchased in GitHub Marketplace",0
"For more information, see ""GitHub's products"" and ""About billing on GitHub",0
"""Example of canceling a paid subscription for a personal account or organizationKumiko pays for a monthly subscription on the 5th of every month",0
"If Kumiko downgrades from the paid subscription to GitHub Free on October 10th, her paid subscription will remain in effect until the end of her current billing cycle on November 4th",0
"On November 5th, her account will move to GitHub Free",0
Example of changing from a yearly to a monthly subscription for a personal account or organizationRavi pays for a yearly subscription on October 5th every year,0
"If Ravi switches from a yearly to monthly billing on December 10th, his account remains on the yearly subscription until the end of its current billing cycle on October 4th the next year",0
"On October 5th of the next year, Ravi will be charged for a month of service",0
His next billing date will be November 5th,0
Example of adding paid seats to your organizationMada's organization pays for 25 seats on the 15th of every month,0
"If Mada adds ten paid seats on June 4th, her organization is immediately charged a prorated amount for ten additional seats for the time between June 4th and June 14th, and the seats are available to use immediately",0
"On June 15th, Mada's organization will pay for 35 seats",0
Example of removing paid seats from your organizationStefan's organization pays for 50 seats every year on May 20th,0
"If Stefan removes 20 seats and downgrades to a new total of 30 paid seats on September 30, his organization can still access its 50 paid seats until the end of its current billing cycle on May 19th",0
"On May 20th, the downgrade will take effect - Stefan's organization will pay for 30 seats and will have access to 30 paid seats",0
"Further reading""Managing billing for your GitHub account""""Managing billing for GitHub Marketplace apps""""Managing billing for Git Large File Storage""""About per-user pricing""",0
"If your card is declined, we'll send you an email about why the payment was declined",0
You'll have a few days to resolve the problem before we try charging you again,0
"Check your card's expiration dateIf your card has expired, you'll need to update your account's payment information",0
"For more information, see ""Adding or editing a payment method",0
"""Verify your bank's policy on card restrictionsSome international banks place restrictions on international, e-commerce, and automatically recurring transactions",0
"If you're having trouble making a payment with your international credit card, call your bank to see if there are any restrictions on your card",0
We also support payments through PayPal,0
"For more information, see ""Adding or editing a payment method",0
"""Contact your bank for details about the transactionYour bank can provide additional information about declined payments if you specifically ask about the attempted transaction",0
"If there are restrictions on your card and you need to call your bank, provide this information to your bank:The amount you're being charged",0
The amount for your subscription appears on your account's receipts,0
"For more information, see ""Viewing your payment history and receipts",0
"""The date when GitHub bills you",0
Your account's billing date appears on your receipts,0
The transaction ID number,0
Your account's transaction ID appears on your receipts,0
The merchant name,0
The merchant name is GitHub,0
The error message your bank sent with the declined charge,0
You can find your bank's error message on the email we send you when a charge is declined,0
"For more information on the products available for your account, see ""GitHub's products",0
""" You can see pricing and a full list of features for each product at https://github",0
com/pricing,0
GitHub does not offer custom products or subscriptions,0
"You can choose monthly or yearly billing, and you can upgrade or downgrade your subscription at any time",0
"For more information, see ""Managing billing for your GitHub account",0
"""You can purchase other features and products with your existing GitHub payment information",0
"For more information, see ""About billing on GitHub",0
"""Tip: GitHub has programs for verified students and academic faculty, which include academic discounts",0
"For more information, visit GitHub Education",0
You can unlock and access your account by updating your organization's payment method and resuming paid status,0
We do not ask you to pay for the time elapsed in locked mode,0
You can downgrade your organization to GitHub Free to continue with the same advanced features in public repositories,0
"For more information, see ""Downgrading your GitHub subscription",0
"""Unlocking an organization's features due to a declined paymentIf your organization's advanced features are locked due to a declined payment, you'll need to update your billing information to trigger a newly authorized charge",0
"For more information, see ""Adding or editing a payment method",0
"""If the new billing information is approved, we will immediately charge you for the paid product you chose",0
The organization will automatically unlock when a successful payment has been made,0
GitHub can't issue a refund if you pay for an account before applying a coupon,0
We also can't transfer a redeemed coupon or give you a new coupon if you apply it to the wrong account,0
Confirm that you're applying the coupon to the correct account before you redeem a coupon,0
"If you use a coupon to pay for a subscription, when the coupon expires, your payment method will be charged the full cost of your subscription",0
"If you do not have a saved payment method, your account will be downgraded to GitHub Free for user accounts or GitHub Free for organizations",0
You cannot apply coupons to paid plans for GitHub Marketplace apps,0
Redeeming a coupon for your personal accountVisit the Redeem coupon page,0
"In the Enter coupon code box, type your coupon code and click Redeem",1
"If you're not already signed in, you can sign in on this page, or create a new account to apply your coupon to",1
"Under ""Redeem your coupon"", click Choose next to your personal account's username",1
"Under ""Your new plan"", review the information about your plan and discount, then click Redeem",1
Redeeming a coupon for your organizationOnly organization members with the owner or billing manager role can access or change billing settings for your organization,0
Visit the Redeem coupon page,1
"In the Enter coupon code box, type your coupon code and click Redeem",1
"If you're not already signed in, you can sign in on this page, or create a new account to apply your coupon to",1
"Under ""Redeem your coupon"", click Choose next to the organization you want to apply the coupon to",1
"If you'd like to apply your coupon to a new organization that doesn't exist yet, click Create a new organization",1
"Under ""Your new plan"", review the information about your plan and discount, then click Redeem",1
Paid features and productsYou can upgrade your personal account or organization to a paid subscription at any time,0
You can also choose to purchase apps from GitHub Marketplace or upgrade storage and bandwidth for Git Large File Storage,0
"For more information, see:""About billing for GitHub accounts""""About billing for GitHub Marketplace""""About billing for Git Large File Storage""""About billing for GitHub Sponsors""Managing billing settingsYou must manage billing settings, payment method, and paid features and products for each of your accounts separately",0
You can choose to pay monthly or yearly for each account's paid products and features,0
"Every paid feature or product associated with an account shares a billing date, payment method, and receipt",0
You can pay for GitHub with a credit card or with a PayPal account,0
"When you update your payment method for your account's GitHub subscription, your new payment method is automatically added to your other subscriptions for paid products",0
"For more information, see ""Managing your GitHub billing settings",0
"""Further reading""Managing billing for your GitHub account""""Managing billing for GitHub Marketplace apps""""Managing billing for Git Large File Storage""""Managing billing for GitHub Sponsors""",0
"When you change your billing cycle's duration, your GitHub subscription, along with any other paid features and products, will be moved to your new billing cycle on your next billing date",0
"Changing the duration of your personal account's billing cycleIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In your user settings sidebar, click Billing &amp; plans",1
"Under ""Current monthly bill"" or ""Current yearly bill"", click Switch to yearly billing or Switch to monthly billing",1
"Review your new payment details, then click Change plan duration",1
Changing the duration of your organization's billing cycleOnly organization members with the owner or billing manager role can access or change billing settings for your organization,0
"Changing the duration of a per-user subscriptionIn the top right corner of GitHub, click your profile photo, then click Your profile",0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"Under ""Current monthly bill"" or ""Current yearly bill"", click Switch to yearly billing or Switch to monthly billing",1
"Review your new payment details, then click Change plan duration",1
"Changing the duration of a legacy per-repository planIn the top right corner of GitHub, click your profile photo, then click Your profile",0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"Under ""Billing overview"", click Change plan",1
"At the top right corner, click Switch to monthly billing or Switch to yearly billing",1
Setting your personal account's billing emailYour personal account's primary email is where GitHub sends receipts and other billing-related communication,0
Your primary email address is the first email listed in your account email settings,0
We also use your primary email address as our billing email address,0
"If you'd like to change your billing email, see ""Changing your primary email address",0
"""Setting your organization's billing emailYour organization's billing email is where GitHub sends receipts and other billing-related communication",0
Only organization members with the owner or billing manager role can access or change billing settings for your organization,0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
Click Settings next to the organization,1
"Under Billing email, type a valid email address",1
The email does not need to be unique to the organization account,1
"To confirm your changes, click Update profile",1
"Managing additional recipients for your organization's billing emailIf you have users that want to receive billing reports, you can add their email addresses as billing email recipients",0
This feature is only available to organizations that are not managed by an enterprise,0
"Adding a recipient for billing notificationsOn GitHub, navigate to the main page of the organization",0
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"Under ""Billing management"", to the right of ""Email recipients"", click Add",1
"Type the email address of the recipient, then click Add",1
Changing the primary recipient for billing notificationsOne address must always be designated as the primary recipient,0
The address with this designation can't be removed until a new primary recipient is selected,0
"On GitHub, navigate to the main page of the organization",1
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"Under ""Billing management"", find the email address you want to set as the primary recipient",1
"To the right of the email address, use the ""Edit"" drop-down menu, and click Mark as primary",1
"Removing a recipient from billing notificationsOn GitHub, navigate to the main page of the organization",0
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"Under ""Email recipients"", find the email address you want to remove",1
"For the user's entry in the list, click Edit",1
"To the right of the email address, use the ""Edit"" drop-down menu, and click Remove",1
"Review the confirmation prompt, then click Remove",1
Your receipts include your GitHub subscription as well as any subscriptions for other paid features and products,0
"Warning: For security reasons, we strongly recommend against including any confidential or financial information (such as credit card numbers) on your receipts",0
"Adding information to your personal account's receiptsIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In your user settings sidebar, click Billing &amp; plans",1
"At the top of the page, click Payment information",1
"Under ""Payment information"", under ""Extra information"", click Add information",1
"Type the extra information you'd like on your receipt, then click Save contact information",1
Adding information to your organization's receiptsNote: Only organization members with the owner or billing manager role can access or change billing settings for your organization,0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"At the top of the page, click Payment information",1
"Under ""Payment information"", under ""Extra information"", click Add information",1
"Type the extra information you'd like on your receipt, then click Save contact information",1
"Viewing receipts for your personal accountIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In your user settings sidebar, click Billing &amp; plans",1
"At the top of the page, under ""Next payment due"", click View payment history",1
"Under ""Payment history"", review your past payments",1
"To download a receipt for a specific payment, click",1
Viewing receipts for your organizationOnly organization members with the owner or billing manager role can access or change billing settings for your organization,0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"At the top of the page, under ""Next payment due"", click View payment history",1
"Under ""Payment history"", review your past payments",1
"To download a receipt for a specific payment, click",1
You can pay for GitHub with a credit card or with a PayPal account,0
"When you update your payment method for your account's GitHub subscription, your new payment method is automatically added to your other subscriptions for paid products",0
We don't provide invoicing or support purchase orders for personal accounts,0
We email receipts monthly or yearly on your account's billing date,0
"If your company, country, or accountant requires your receipts to provide more detail, you can also add extra information to your receipts",0
"Updating your personal account's payment methodIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In your user settings sidebar, click Billing &amp; plans",1
"At the top of the page, under ""Payment information"", click Update payment method",1
"If your account has an existing credit card that you want to update, click New Card",1
"Under ""Payment method"", choose to pay with a credit card or PayPal",1
"Complete the payment information form, then click Submit",1
Updating your organization's payment methodOnly organization members with the owner or billing manager role can access or change billing settings for your organization,0
"If your organization is outside of the US or if you're using a corporate checking account to pay for GitHub, PayPal could be a helpful method of payment",0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"At the top of the page, under ""Payment information"", click Update payment method",1
"If your account has an existing credit card that you want to update, click New Card",1
"Under ""Payment method"", choose to pay with a credit card or PayPal",1
"Complete the payment information form, then click Submit",1
"In the upper-right corner of any page, click your profile photo, then click Settings",1
"In the left sidebar, click Saved replies",1
"Under ""Saved replies"", next to the saved reply you want to edit, click",1
"Under ""Edit saved reply"", you can edit the title and the content of the saved reply",1
Click Update saved reply,1
"Further reading""Creating a saved reply""""Deleting a saved reply""""Using saved replies""",0
"In the upper-right corner of any page, click your profile photo, then click Settings",1
"In the left sidebar, click Saved replies",1
"Under ""Add a saved reply"", add your saved reply title",1
"In the ""Write"" field, add the content you'd like to use for the saved reply",1
"For more information on writing on GitHub, see ""Basic writing and formatting syntax",1
"""To review your reply, click Preview",0
Click Add saved reply,1
"Further reading""Using saved replies""""Editing a saved reply""""Deleting a saved reply""",0
"On GitHub, navigate to the main page of the repository",1
"Under your repository name, click  Issues or  Pull requests",1
Click the desired issue or pull request,1
"To add a saved reply, in the comment field, click",1
"From the list, select the saved reply you'd like to add to your comment",1
Tips:You can use a keyboard shortcut to autofill the comment with a saved reply,0
"For more information, see ""Keyboard shortcuts",0
"""You can filter the list by typing the title of the saved reply",0
"Further reading""Creating a saved reply""""Editing a saved reply""""Deleting a saved reply""",0
"Finding your personal account's next billing dateIn the upper-right corner of any page, click your profile photo, then click Settings",0
"In your user settings sidebar, click Billing &amp; plans",1
"At the top of the page, under ""Next payment due"", review when your next payment is due",1
Finding your organization's next billing dateOnly organization members with the owner or billing manager role can access or change billing settings for your organization,0
"In the top right corner of GitHub, click your profile photo, then click Your organizations",1
Click Settings next to the organization,1
"In your organization's Settings sidebar, click Billing &amp; plans",1
"At the top of the page, under ""Next payment due"", review when your next payment is due",1
"Further reading""About billing for GitHub accounts""",0
"Forking gistsEach gist indicates which forks have activity, making it easy to find interesting changes from others",0
"Cloning gistsIf you want to make local changes to a gist and push them up to the web, you can clone a gist and make commits the same as you would with any Git repository",0
"For more information, see ""Cloning a repository",0
"""Viewing gist commit historyTo view a gist's full commit history, click the ""Revisions"" tab at the top of the gist{",0
You will see a full commit history for the gist with diffs,0
"About gistsEvery gist is a Git repository, which means that it can be forked and cloned",0
"If you are signed in to GitHub when you create a gist, the gist will be associated with your account and you will see it in your list of gists when you navigate to your gist home page",0
Gists can be public or secret,0
"Public gists show up in Discover, where people can browse new gists as they're created",0
"They're also searchable, so you can use them if you'd like other people to find and see your work",0
Secret gists don't show up in Discover and are not searchable,0
Secret gists aren't private,0
"If you send the URL of a secret gist to a friend , they'll be able to see it",0
"However, if someone you don't know discovers the URL, they'll also be able to see your gist",0
"If you need to keep your code away from prying eyes, you may want to create a private repository instead",0
"After creating a gist, you cannot convert it from public to secret",0
You'll receive a notification when:You are the author of a gist,0
Someone mentions you in a gist,0
"You subscribe to a gist, by clicking Subscribe at the top of any gist",0
You can pin gists to your profile so other people can see them easily,0
"For more information, see ""Pinning items to your profile",0
"""You can discover public gists others have created by going to the gist home page and clicking All Gists",0
This will take you to a page of all gists sorted and displayed by time of creation or update,0
You can also search gists by language with Gist Search,0
Gist search uses the same search syntax as code search,0
"Since gists are Git repositories, you can view their full commit history, complete with diffs",0
You can also fork or clone gists,0
"For more information, see ""Forking and cloning gists""",0
You can download a ZIP file of a gist by clicking the Download ZIP button at the top of the gist,0
"You can embed a gist in any text field that supports Javascript, such as a blog post",0
"To get the embed code, click the clipboard icon next to the Embed URL of a gist",0
"To embed a specific gist file, append the Embed URL with ?file=FILENAME",0
Gist supports mapping GeoJSON files,0
"These maps are displayed in embedded gists, so you can easily share and embed maps",0
"For more information, see ""Mapping GeoJSON files on GitHub",0
"""Creating a gistFollow the steps below to create a gist",0
You can also create a gist using the GitHub CLI,0
"For more information, see ""gh gist create"" in the GitHub CLI documentation",0
"Alternatively, you can drag and drop a text file from your desktop directly into the editor",0
Sign in to GitHub,1
Navigate to your gist home page,1
Type an optional description and name for your gist,1
Type the text of your gist into the gist text box,1
"Optionally, to create a public gist, click , then click Create public gist",1
Click Create secret Gist or Create public gist,1
"In the upper-right corner of any page, click your profile photo, then click Settings",1
"In the left sidebar, click Saved replies",1
"Under ""Saved replies"", next to the saved reply you want to delete, click",1
"Markdown is an easy-to-read, easy-to-write syntax for formatting plain text",0
"We've added some custom functionality to create GitHub Flavored Markdown, used to format prose and code across our site",0
"You can also interact with other users in pull requests and issues using features like @mentions, issue and PR references, and emoji",0
"Text formatting toolbarEvery comment field on GitHub contains a text formatting toolbar, allowing you to format your text without learning Markdown syntax",0
"In addition to Markdown formatting like bold and italic styles and creating headers, links, and lists, the toolbar includes GitHub-specific features such as @mentions, task lists, and links to issues and pull requests",0
"Further readingGitHub Flavored Markdown Spec""Basic writing and formatting syntax""""Working with advanced formatting""""Mastering Markdown""",0
Saved replies allow you to create a reusable response to issues and pull requests,0
Save time by creating a saved reply for the responses you use most frequently,0
"Once you've added a saved reply, it can be used in both issues and pull requests",0
Saved replies are tied to your user account,0
"Once they're created, you'll be able to use them across repositories and organizations",0
You can create a maximum of 100 saved replies,0
"If you've reached the maximum limit, you can delete saved replies that you no longer use or edit existing saved replies",0
"You can also use the GitHub-provided ""Duplicate issue"" saved reply to mark an issue as a duplicate and track it with a similar issue",0
"Further reading""Creating a saved reply""""Using saved replies""""Editing a saved reply""""Deleting a saved reply""",0
URLsGitHub automatically creates links from standard URLs,0
Visit https://github,0
"comFor more information on creating links, see ""Basic writing and formatting syntax",0
"""Issues and pull requestsWithin conversations on GitHub, references to issues and pull requests are automatically converted to shortened links",0
"For more information, see ""About conversations on GitHub",0
"""Note: Autolinked references are not created in wikis or files in a repository",0
Reference typeRaw referenceShort linkIssue or pull request URLhttps://github,0
com/jlord/sheetsee,0
js/issues/26#26# and issue or pull request number#26#26GH- and issue or pull request numberGH-26GH-26Username/Repository# and issue or pull request numberjlord/sheetsee,0
js#26jlord/sheetsee,0
js#26Organization_name/Repository# and issue or pull request numbergithub/linguist#4039github/linguist#4039Commit SHAsReferences to a commit's SHA hash are automatically converted into shortened links to the commit on GitHub,0
Reference typeRaw referenceShort linkCommit URLhttps://github,0
com/jlord/sheetsee,0
js/commit/a5c3785ed8d6a35868bc169f07e40e889087fd2ea5c3785SHAa5c3785ed8d6a35868bc169f07e40e889087fd2ea5c3785User@SHAjlord@a5c3785ed8d6a35868bc169f07e40e889087fd2ejlord@a5c3785Username/Repository@SHAjlord/sheetsee,0
js@a5c3785ed8d6a35868bc169f07e40e889087fd2ejlord/sheetsee,0
"js@a5c3785Custom autolinks to external resourcesIf custom autolink references are configured for a repository, then references to external resources, like a JIRA issue or Zendesk ticket, convert into shortened links",0
"To know which autolinks are available in your repository, contact someone with admin permissions to the repository",0
"For more information, see ""Configuring autolinks to reference external resources",0
"""Further reading""Basic writing and formatting syntax""",0
Fenced code blocksYou can create fenced code blocks by placing triple backticks ``` before and after the code block,0
We recommend placing a blank line before and after code blocks to make the raw formatting easier to read,0
```function test() {  console,0
"log(""notice the blank line before this function?"");}```Tip: To preserve your formatting within a list, make sure to indent non-fenced code blocks by eight spaces",0
Syntax highlightingYou can add an optional language identifier to enable syntax highlighting in your fenced code block,0
"For example, to syntax highlight Ruby code:```rubyrequire 'redcarpet'markdown = Redcarpet",0
"new(""Hello World!"")puts markdown",0
to_html```We use Linguist to perform language detection and to select third-party grammars for syntax highlighting,0
You can find out which keywords are valid in the languages YAML file,0
"Further readingGitHub Flavored Markdown Spec""Basic writing and formatting syntax""",0
Creating a tableYou can create tables with pipes | and hyphens -,0
"Hyphens are used to create each column's header, while pipes separate each column",0
You must include a blank line before your table in order for it to correctly render,0
| First Header  | Second Header || ------------- | ------------- || Content Cell  | Content Cell  || Content Cell  | Content Cell  |The pipes on either end of the table are optional,0
Cells can vary in width and do not need to be perfectly aligned within columns,0
There must be at least three hyphens in each column of the header row,0
"| Command | Description || --- | --- || git status | List all new or modified files || git diff | Show file differences that haven't been staged |Formatting content within your tableYou can use formatting such as links, inline code blocks, and text styling within your table:| Command | Description || --- | --- || `git status` | List all *new or modified* files || `git diff` | Show file differences that **haven't been** staged |You can align text to the left, right, or center of a column by including colons : to the left, right, or on both sides of the hyphens within the header row",0
"| Left-aligned | Center-aligned | Right-aligned || :---         |     :---:      |          ---: || git status   | git status     | git status    || git diff     | git diff       | git diff      |To include a pipe | as content within your cell, use a \ before the pipe:| Name     | Character || ---      | ---       || Backtick | `         || Pipe     | \|        |Further readingGitHub Flavored Markdown Spec""Basic writing and formatting syntax""",0
"You can compare the state of your repository across branches, tags, commits, and dates",0
"To compare different versions of your repository, append /compare to your repository's path",0
"We'll demonstrate the power of Compare by looking at the compare page for a fork of the Linguist repo, which is at https://github",0
com/octocat/linguist/compare/master,0
octocat:master,0
Every repository's Compare view contains two drop down menus: base and compare,0
"base should be considered the starting point of your comparison, and compare is the endpoint",0
"During a comparison, you can always change your base and compare points by clicking on Edit",0
"Comparing branchesThe most common use of Compare is to compare branches, such as when you're starting a new pull request",0
You'll always be taken to the branch comparison view when starting a new pull request,0
"To compare branches, you can select a branch name from the compare drop down menu at the top of the page",0
Here's an example of a comparison between two branches,0
Comparing tagsComparing release tags will show you changes to your repository since the last release,0
"For more information, see ""Comparing releases",0
"""To compare tags, you can select a tag name from the compare drop-down menu at the top of the page",0
Here's an example of a comparison between two tags,0
Comparing commitsYou can also compare two arbitrary commits in your repository or its forks on GitHub in a two-dot diff comparison,0
"To quickly compare two commits or Git Object IDs (OIDs) directly with each other in a two-dot diff comparison on GitHub, edit the URL of your repository's ""Comparing changes"" page",0
"For example, this URL uses the shortened seven-character SHA codes to compare commits c3a414e and faf7c6f: https://github",0
com/github/linguist/compare/c3a414e,0
faf7c6f,0
"To learn more about other comparison options, see ""Three-dot and two-dot diff comparisons",0
"""Comparing across forksYou can compare your base repository and any forked repository",0
This is the view that's presented when a user performs a Pull Request to a project,0
"To compare branches on different repositories, preface the branch names with user names",0
"For example, by specifying octocat:main for base and octo-org:main for compare, you can compare the main branch of the repositories respectively owned by octocat and octo-org",0
Here's an example of a comparison between two repositories,0
"Comparisons across commitsAs a shortcut, Git uses the ^ notation to mean ""one commit prior",0
"""You can use this notation to compare a single commit or branch against its immediate predecessors",0
"For example, 96d29b7^^^^^ indicates five commits prior to 96d29b7, because there are five ^ marks",0
Typing 96d29b7^^^^^ in the base branch and 96d29b7 in the compare branch compares the five commits made before 96d29b7 with the 96d29b7 commit,0
Here's an example of a comparison using the ^ notation,0
"Further reading""Changing the base branch of a pull request""",0
"If your commit is not on the default branch, an indicator will show the branches which contain the commit",0
"If the commit is part of an unmerged pull request, it will show a link",0
"Once the commit is on the default branch, any tags that contain the commit will be shown and the default branch will be the only branch listed",0
"Further reading""Signing commits""""Signing tags""",0
Rewriting the most recent commit messageYou can change the most recent commit message using the git commit --amend command,0
"In Git, the text of the commit message is part of the commit",0
Changing the commit message will change the commit ID--i,0
e,0
", the SHA1 checksum that names the commit",0
"Effectively, you are creating a new commit that replaces the old one",0
"Commit has not been pushed onlineIf the commit only exists in your local repository and has not been pushed to GitHub, you can amend the commit message with the git commit --amend command",0
"On the command line, navigate to the repository that contains the commit you want to amend",1
Type git commit --amend and press Enter,1
"In your text editor, edit the commit message, and save the commit",1
You can add a co-author by adding a trailer to the commit,1
"For more information, see ""Creating a commit with multiple authors",1
"""You can create commits on behalf of your organization by adding a trailer to the commit",1
"For more information, see ""Creating a commit on behalf of an organization""The new commit and message will appear on GitHub the next time you push",0
You can change the default text editor for Git by changing the core,0
editor setting,0
"For more information, see ""Basic Client Configuration"" in the Git manual",0
"Amending older or multiple commit messagesIf you have already pushed the commit to GitHub, you will have to force push a commit with an amended message",0
"We strongly discourage force pushing, since this changes the history of your repository",0
"If you force push, people who have already cloned your repository will have to manually fix their local history",0
"For more information, see ""Recovering from upstream rebase"" in the Git manual",0
Changing the message of the most recently pushed commitFollow the steps above to amend the commit message,0
Use the push --force command to force push over the old commit,1
"$ git push --force example-branchChanging the message of older or multiple commit messagesIf you need to amend the message for multiple commits or an older commit, you can use interactive rebase, then force push to change the commit history",0
"On the command line, navigate to the repository that contains the commit you want to amend",1
Use the git rebase -i HEAD~n command to display a list of the last n commits in your default text editor,1
# Displays a list of the last 3 commits on the current branch$ git rebase -i HEAD~3The list will look similar to the following:pick e499d89 Delete CNAMEpick 0c39034 Better READMEpick f7fde4a Change the commit message but push the same commit,1
# Rebase 9fdb3bd,1
"f7fde4a onto 9fdb3bd## Commands:# p, pick = use commit# r, reword = use commit, but edit the commit message# e, edit = use commit, but stop for amending# s, squash = use commit, but meld into previous commit# f, fixup = like ""squash"", but discard this commit's log message# x, exec = run command (the rest of the line) using shell## These lines can be re-ordered; they are executed from top to bottom",1
## If you remove a line here THAT COMMIT WILL BE LOST,1
"## However, if you remove everything, the rebase will be aborted",1
## Note that empty commits are commented outReplace pick with reword before each commit message you want to change,0
pick e499d89 Delete CNAMEreword 0c39034 Better READMEreword f7fde4a Change the commit message but push the same commit,1
Save and close the commit list file,1
"In each resulting commit file, type the new commit message, save the file, and close it",1
"When you're ready to push your changes to GitHub, use the push --force command to force push over the old commit",1
"$ git push --force example-branch For more information on interactive rebase, see ""Interactive mode"" in the Git manual",0
"As before, amending the commit message will result in a new commit with a new ID",0
"However, in this case, every commit that follows the amended commit will also get a new ID because each commit also contains the id of its parent",0
"If you have included sensitive information in a commit message, force pushing a commit with an amended commit may not remove the original commit from GitHub",0
"The old commit will not be a part of a subsequent clone; however, it may still be cached on GitHub and accessible via the commit ID",0
You must contact GitHub Support or GitHub Premium Support with the old commit ID to have it purged from the remote repository,0
"Further reading""Signing commits""",0
"HeadingsTo create a heading, add one to six # symbols before your heading text",0
The number of # you use will determine the size of the heading,0
"# The largest heading## The second largest heading###### The smallest headingStyling textYou can indicate emphasis with bold, italic, or strikethrough text in comment fields and",0
md files,0
StyleSyntaxKeyboard shortcutExampleOutputBold** ** or __ __command/control + b**This is bold text**This is bold textItalic* * or _ _command/control + i*This text is italicized*This text is italicizedStrikethrough~~ ~~~~This was mistaken text~~This was mistaken textBold and nested italic** ** and _ _**This text is _extremely_ important**This text is extremely importantAll bold and italic*** ******All this text is important***All this text is importantQuoting textYou can quote text with a &gt;,0
"In the words of Abraham Lincoln:&gt; Pardon my FrenchTip: When viewing a conversation, you can automatically quote text in a comment by highlighting the text, then typing r",0
"You can quote an entire comment by clicking , then Quote reply",0
"For more information about keyboard shortcuts, see ""Keyboard shortcuts",0
"""Quoting codeYou can call out code or a command within a sentence with single backticks",0
The text within the backticks will not be formatted,0
Use `git status` to list all new or modified files that haven't yet been committed,0
"To format code or text into its own distinct block, use triple backticks",0
